#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-07-25T22:34:42 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5b58f6c92355f	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=J/ApJ/810/14/highlat
#-nav=cat:J/ApJ/810/14&tab:{J/ApJ/810/14/highlat}&key:source=J/ApJ/810/14/highlat&HTTPPRM:&&-ref=VIZ5b58f6c92355f&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=3FGL&-out=VHE&-out=CName&-out=RAJ2000&-out=DEJ2000&-out=Sep&-out=PosErr&-out=SpCl&-out=z&-out=FRad&-out=n_FRad&-out=FX&-out=Vmag1&-out=Vmag2&-ignore=Simbad=*&Simbad=Simbad&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/ApJ/810/14/highlat
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/810/14/highlat
#-out=3FGL
#-out=VHE
#-out=CName
#-out=RAJ2000
#-out=DEJ2000
#-out=Sep
#-out=PosErr
#-out=SpCl
#-out=z
#-out=FRad
#-out=n_FRad
#-out=FX
#-out=Vmag1
#-out=Vmag2
#

#RESOURCE=yCat_18100014
#Name: J/ApJ/810/14
#Title: Third catalog of LAT-detected AGNs (3LAC) (Ackermann+, 2015)
#Table	J_ApJ_810_14_highlat:
#Name: J/ApJ/810/14/highlat
#Title: High latitude (|b|>10deg) 3LAC full  sample and fluxes
#Column	3FGL	(A13)	3FGL Source Name (JHHMM.m+DDMMa)	[ucd=meta.id;meta.main]
#Column	VHE	(I3)	Simbad column added by the CDS [NULL integer written as an empty string]	[ucd=meta.code]
#Column	CName	(a26)	Name of the counterpart source	[ucd=meta.id.cross]
#Column	RAJ2000	(F9.5)	Radio counterpart right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Radio counterpart declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Sep	(F6.3)	[0/0.4] Angular separation with counterpart source	[ucd=meta.id.assoc;pos.angDistance]
#Column	PosErr	(F6.3)	[0/0.6] 95% error radius	[ucd=stat.error;phys.angSize]
#Column	SpCl	(a7)	Optical class (G1)	[ucd=src.class]
#Column	z	(F8.5)	[0.001/3.2]? Redshift	[ucd=src.redshift]
#Column	FRad	(F9.2)	? Radio flux	[ucd=phot.flux.density;em.radio]
#Column	n_FRad	(A1)	Flag on FRad (G4)	[ucd=meta.note]
#Column	FX	(F8.3)	? X-ray flux; units of 1e-13erg/cm2/s	[ucd=phot.flux;em.X-ray]
#Column	Vmag1	(F6.3)	? USNO V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	Vmag2	(F6.3)	? SDSS V band magnitude	[ucd=phot.mag;em.opt.V]
3FGL	VHE	CName	RAJ2000	DEJ2000	Sep	PosErr	SpCl	z	FRad	n_FRad	FX	Vmag1	Vmag2
J1617.8+5137 	  0	TXS 1616+517              	244.37277	+51.67234	 0.072	 0.141	fsrq   	 2.55602	   241.84	N	        	      	
J1621.1-2331 	  0	PKS 1617-235              	245.25049	-23.70106	 0.180	 0.197	agn    	        	  1220.26	N	        	      	
J1625.0+5651 	  0	SBS 1623+569              	246.13408	+56.87444	 0.065	 0.123	bll    	        	   259.18	N	        	17.731	17.270
J1625.7-2527 	  0	PKS 1622-253              	246.44538	-25.46065	 0.005	 0.020	fsrq   	 0.78600	  2521.70	N	        	      	
J1625.9+4125 	  0	B3 1624+414               	246.42543	+41.31140	 0.124	 0.147	fsrq   	 0.70300	    78.13	N	   3.280	20.023	18.910
J1625.9+4125 	  0	4C +41.32                 	246.49029	+41.57795	 0.156	 0.147	fsrq   	 2.55000	  1677.99	N	   1.550	      	21.660
J1626.0-2951 	  0	PKS 1622-29               	246.52509	-29.85749	 0.008	 0.052	fsrq   	 0.81500	  2286.31	N	  22.800	16.055	
J1626.1+3512 	  0	RGB J1626+352             	246.60771	+35.22822	 0.052	 0.076	bll    	 0.49700	    24.88	N	  13.500	18.497	17.810
J1626.4-7640 	  0	PKS 1619-765              	246.65904	-76.64878	 0.024	 0.044	bcu II 	        	   129.80	S	        	15.464	
J1628.2+7703 	  0	6C B163030.4+771303       	247.13773	+77.11387	 0.065	 0.148	bcu II 	        	   199.29	N	        	18.028	18.780
J1630.6+8232 	  0	NGC 6251                  	248.13321	+82.53789	 0.063	 0.052	rdg    	 0.02000	   801.94	N	  31.600	 8.100	
J1630.7+5222 	  0	TXS 1629+524              	247.67978	+52.36073	 0.006	 0.036	bll    	        	   120.52	N	        	17.973	16.560
J1630.8+1047 	  0	MG1 J163119+1051          	247.82820	+10.86738	 0.134	 0.232	bcu II 	        	   148.26	N	        	      	19.690
J1635.2+3809 	  0	4C +38.41                 	248.81455	+38.13458	 0.018	 0.016	fsrq   	 1.81400	  2726.59	N	        	17.534	17.270
J1636.7+2624 	  0	NVSS J163651+262657       	249.21441	+26.44908	 0.041	 0.076	bcu II 	        	    20.51	N	        	19.823	17.490
J1637.1+1314 	  0	1RXS J163717.1+131418     	249.31973	+13.24411	 0.035	 0.101	bll    	        	    11.24	N	  11.400	18.350	18.470
J1637.7+4715 	  0	4C +47.44                 	249.43804	+47.29273	 0.029	 0.041	fsrq   	 0.73500	  1062.42	N	   4.100	18.748	18.920
J1637.8+7325 	  0	RX J1637.9+7326           	249.50519	+73.43868	 0.022	 0.067	bll    	        	     5.97	N	  10.800	      	
J1637.9+5719 	  0	OS 562                    	249.55607	+57.33999	 0.036	 0.125	fsrq   	 0.75100	  1199.48	N	  18.300	17.095	
J1639.8+4125 	  0	MG4 J163918+4127          	249.81587	+41.47603	 0.125	 0.145	fsrq   	 0.69056	    74.40	N	        	      	19.810
J1640.6+3945 	  0	NRAO 512                  	250.12347	+39.77945	 0.036	 0.031	fsrq   	 1.66000	   977.32	N	        	18.874	18.840
J1640.9+1142 	  0	TXS 1638+118              	250.24539	+11.73450	 0.028	 0.077	bcu I  	 0.07800	   326.62	N	        	11.604	14.170
J1641.8-0619 	  0	TXS 1639-062              	250.50907	-06.35658	 0.065	 0.057	bll    	        	  1220.19	N	        	19.941	18.300
J1642.9+3950 	  0	3C 345                    	250.74504	+39.81028	 0.038	 0.040	fsrq   	 0.59300	  7099.24	N	  40.700	16.987	14.860
J1643.6-0642 	  0	NVSS J164328-064619       	250.87051	-06.77216	 0.083	 0.053	bcu II 	        	    28.79	N	  29.000	16.498	16.270
J1645.9+6336 	  0	TXS 1645+635              	251.49397	+63.50303	 0.108	 0.121	fsrq   	 2.37900	   218.33	N	        	20.254	19.700
J1647.1-6438 	  0	PMN J1647-6437            	251.90725	-64.63341	 0.055	 0.059	bcu II 	        	   643.60	S	        	18.150	
J1647.4+4950 	  0	SBS 1646+499              	251.89547	+49.83350	 0.015	 0.041	bcu I  	 0.04750	   178.08	N	  15.300	13.234	15.170
J1649.4+5238 	  0	87GB 164812.2+524023      	252.35413	+52.58750	 0.048	 0.056	bll    	        	    49.70	N	        	17.176	16.710
J1650.8+0830 	  0	MG1 J165034+0824          	252.65651	+08.41451	 0.114	 0.150	fsrq   	 1.96500	   159.55	N	        	19.520	
J1651.6+7219 	  0	RX J1651.6+7218           	252.91647	+72.30698	 0.011	 0.063	bll    	        	    21.43	N	  30.500	17.155	
J1653.9+3945 	  1	Mkn 501                   	253.46757	+39.76017	 0.010	 0.010	bll    	 0.03370	  1558.65	N	 651.000	 8.913	12.850
J1656.0+2044 	  0	MG2 J165546+2043          	253.94402	+20.75648	 0.062	 0.121	bcu II 	        	    15.06	N	        	      	
J1656.8-2010 	  0	1RXS J165655.0-201049     	254.22978	-20.18232	 0.013	 0.060	bcu II 	        	    37.35	N	  70.800	18.444	
J1656.9+6008 	  0	87GB 165604.4+601702      	254.20102	+60.20457	 0.065	 0.101	fsrq   	 0.62300	   292.81	N	   3.060	18.567	
J1657.7+4807 	  0	4C +48.41                 	254.44533	+48.14251	 0.016	 0.041	fsrq   	 1.66900	  1035.61	N	        	20.370	20.500
J1658.3+6149 	  0	NVSS J165808+615001       	254.53498	+61.83361	 0.029	 0.079	bll    	 0.37400	    38.55	N	        	17.904	17.350
J1659.4+2631 	  0	4C +26.51                 	254.85062	+26.49360	 0.034	 0.330	fsrq   	 0.79313	   590.29	N	   9.140	17.703	18.030
J1700.1+6829 	  0	TXS 1700+685              	255.03872	+68.50193	 0.017	 0.026	fsrq   	 0.30100	   346.59	N	   3.280	18.825	
J1702.6+3116 	  0	RX J1702.6+3115           	255.66167	+31.26296	 0.006	 0.088	bll    	        	     6.76	N	   9.420	18.481	18.490
J1703.6-6211 	  0	MRC 1659-621              	255.90226	-62.21111	 0.017	 0.039	fsrq   	 1.75000	   724.70	S	        	17.869	
J1704.0+7646 	  0	NVSS J170357+764611       	255.99118	+76.76947	 0.007	 0.175	bcu II 	        	    65.00	N	        	      	20.260
J1705.5+7134 	  0	GB6 J1704+7138            	256.19574	+71.63822	 0.094	 0.163	bll    	        	    35.90	N	  25.200	17.702	17.440
J1709.6+4318 	  0	B3 1708+433               	257.42119	+43.31237	 0.002	 0.023	fsrq   	 1.02700	   143.12	N	   1.780	      	18.270
J1711.6+8846 	  0	1RXS J171643.8+884414     	259.01122	+88.73777	 0.043	 0.053	bcu III	        	    11.95	N	  16.200	      	
J1712.6+2932 	  0	RX J1712.8+2931           	258.20301	+29.52145	 0.041	 0.073	bll    	        	    16.97	N	   7.890	17.131	17.450
J1714.1-2029 	  0	1RXS J171405.2-202747     	258.52300	-20.46345	 0.034	 0.057	bcu II 	        	     8.53	N	 226.000	15.255	
J1715.7+6837 	  0	S4 1716+68                	259.05808	+68.61076	 0.048	 0.057	fsrq   	 0.77700	   489.45	N	  30.400	17.251	17.100
J1716.7-8112 	  0	1RXS J171712.6-811501     	259.29785	-81.25266	 0.041	 0.074	bcu II 	        	   106.60	S	  44.300	14.422	
J1719.2+1744 	  0	PKS 1717+177              	259.80437	+17.75179	 0.012	 0.033	bll    	 0.13700	   542.96	N	   8.680	17.582	
J1719.3+1206 	  0	1RXS J171921.2+120711     	259.83950	+12.12282	 0.017	 0.060	bcu II 	        	    57.56	N	   9.030	19.392	
J1722.7+1014 	  0	TXS 1720+102              	260.68576	+10.22660	 0.017	 0.031	fsrq   	 0.73200	   540.36	N	        	      	18.470
J1722.7+6104 	  0	GB6 J1722+6105            	260.66691	+61.09994	 0.021	 0.294	fsrq   	 2.05800	   154.95	N	   2.420	19.345	18.960
J1723.5-5609 	  0	PMN J1723-5614            	260.93571	-56.24822	 0.093	 0.117	bcu II 	        	   162.80	S	        	18.445	
J1723.7-7713 	  0	PKS 1716-771              	260.96186	-77.23071	 0.004	 0.066	bcu II 	        	   518.30	S	        	19.282	
J1723.9+4004 	  0	S4 1722+40                	261.02262	+40.07679	 0.029	 0.054	fsrq   	 1.04900	   568.51	N	        	      	20.080
J1725.0+1152 	  1	1H 1720+117               	261.26809	+11.87096	 0.014	 0.020	bll    	        	   120.93	N	 320.000	15.147	
J1725.3+5853 	  0	7C 1724+5854              	261.39592	+58.86111	 0.042	 0.074	bll    	        	    75.84	N	        	16.590	17.000
J1727.1+4531 	  0	S4 1726+45                	261.86521	+45.51104	 0.049	 0.052	fsrq   	 0.71700	   914.47	N	   5.310	16.973	17.000
J1728.0+1217 	  0	PKS 1725+123              	262.02938	+12.26097	 0.039	 0.065	fsrq   	 0.58300	   346.47	N	        	      	
J1728.3+5013 	  1	I Zw187                   	262.07760	+50.21957	 0.016	 0.034	bll    	 0.05540	   201.22	N	 396.000	13.265	
J1728.5+0428 	  0	PKS 1725+044              	262.10397	+04.45136	 0.049	 0.141	fsrq   	 0.29300	   682.75	N	  10.600	16.537	
J1730.5+0023 	  0	PKS 1728+004              	262.64583	+00.41075	 0.014	 0.036	fsrq   	 1.33500	   214.20	N	        	      	
J1730.6+3711 	  0	GB6 J1730+3714            	262.69602	+37.24865	 0.065	 0.081	bll    	 0.20400	   102.20	N	        	16.976	16.620
J1733.0-1305 	  0	PKS 1730-13               	263.26127	-13.08043	 0.007	 0.028	fsrq   	 0.90200	  5990.61	N	  63.200	19.886	
J1734.3+3858 	  0	B2 1732+38A               	263.58574	+38.96429	 0.013	 0.033	fsrq   	 0.97600	   797.03	N	        	19.062	
J1735.4-1118 	  0	PMN J1735-1117            	263.86324	-11.29291	 0.016	 0.043	bcu II 	        	    84.27	N	        	20.230	
J1736.0+2033 	  0	NVSS J173605+203301       	264.02192	+20.55033	 0.012	 0.036	bcu II 	        	    24.84	N	        	18.317	
J1736.4+0634 	  0	MG1 J173624+0632          	264.11910	+06.52987	 0.038	 0.202	fsrq   	 2.38700	    49.45	N	        	      	
J1739.0+8716 	  0	NVSS J173722+871744       	264.34205	+87.29567	 0.027	 0.053	bcu III	        	    61.78	N	        	      	
J1739.4+4955 	  0	S4 1738+49                	264.86413	+49.91760	 0.011	 0.041	fsrq   	 1.54500	   531.73	N	   5.060	18.252	17.480
J1740.3+4736 	  0	S4 1738+47                	264.98804	+47.63288	 0.071	 0.070	fsrq   	 0.95190	   759.40	N	        	19.040	17.900
J1740.3+5211 	  0	4C +51.37                 	265.15407	+52.19539	 0.043	 0.039	fsrq   	 1.38100	   807.43	N	  12.500	17.103	16.600
J1740.4+5347 	  0	NVSS J174036+534623       	265.15216	+53.77327	 0.031	 0.080	bcu II 	        	    49.30	N	        	      	
J1742.2+5947 	  0	RGB J1742+597             	265.63333	+59.75187	 0.051	 0.068	bll    	        	   106.72	N	   3.490	16.936	16.420
J1743.9+1934 	  1	S3 1741+19                	265.99097	+19.58584	 0.006	 0.050	bll    	 0.08400	   309.07	N	 118.000	11.397	
J1744.3-0353 	  0	PKS 1741-03               	265.99523	-03.83462	 0.103	 0.117	fsrq   	 1.05700	  1411.44	N	  39.500	18.650	
J1745.4-0754 	  0	TXS 1742-078              	266.36294	-07.88443	 0.019	 0.041	bll    	        	  1182.13	N	  12.100	18.849	
J1745.7+3952 	  0	B2 1743+39C               	266.40720	+39.85862	 0.026	 0.070	bll    	 0.26700	   635.77	N	  14.500	16.118	
J1747.1+0139 	  0	PMN J1746+0141            	266.71881	+01.69653	 0.079	 0.248	bcu II 	        	    59.84	N	        	19.609	
J1748.0+3405 	  0	MG2 J174803+3403          	267.02425	+34.06699	 0.024	 0.063	fsrq   	 2.76300	   190.08	N	        	19.853	
J1748.6+7005 	  0	S4 1749+70                	267.13683	+70.09744	 0.011	 0.017	bll    	 0.77000	   735.66	N	  15.500	16.457	
J1749.1+4322 	  0	B3 1747+433               	267.25150	+43.36425	 0.023	 0.043	bll    	        	   281.46	N	   3.580	19.729	17.470
J1751.5+0939 	  0	OT 081                    	267.88674	+09.65020	 0.009	 0.030	bll    	 0.32200	   623.19	N	        	16.249	
J1753.5-5010 	  0	PMN J1753-5015            	268.41056	-50.25401	 0.085	 0.110	bcu II 	        	   266.00	A	        	16.157	
J1754.1+3212 	  0	RX J1754.1+3212           	268.54916	+32.20640	 0.003	 0.021	bll    	        	    64.34	N	   9.260	17.512	
J1754.3-6424 	  0	PMN J1754-6423            	268.67462	-64.39575	 0.042	 0.106	bll    	 1.25500	   185.30	S	        	18.197	
J1756.3+5523 	  0	1RXS J175615.5+552217     	269.06617	+55.37169	 0.018	 0.039	bll    	        	    16.94	N	 148.000	17.331	16.590
J1756.9+7032 	  0	MS 1757.7+7034            	269.30259	+70.56046	 0.022	 0.064	bll    	 0.40700	    10.92	N	  86.800	18.636	
J1757.1+1533 	  0	87GB 175437.6+153548      	269.22126	+15.58912	 0.072	 0.178	bcu II 	        	   180.32	N	        	17.556	
J1757.4+6536 	  0	7C 1757+6536              	269.34967	+65.60272	 0.005	 0.057	bcu II 	        	    39.91	N	        	20.565	18.660
J1759.1-4822 	  0	PMN J1758-4820            	269.74357	-48.35348	 0.039	 0.057	bcu II 	        	   185.10	S	        	      	
J1800.5+7827 	  0	S5 1803+784               	270.19035	+78.46778	 0.013	 0.017	bll    	 0.68000	  2223.63	N	  17.100	15.984	16.500
J1801.5+4403 	  0	S4 1800+44                	270.38465	+44.07275	 0.021	 0.109	fsrq   	 0.66300	   727.09	N	  15.900	15.894	14.870
J1804.1+0341 	  0	TXS 1801+036              	270.98451	+03.68545	 0.051	 0.114	fsrq   	 1.42000	   274.00	N	        	16.607	16.830
J1806.7+6949 	  0	3C 371                    	271.71117	+69.82447	 0.012	 0.021	bll    	 0.04600	  1887.22	N	  47.900	11.621	
J1807.8+6427 	  0	7C 1807+6428              	271.88408	+64.49063	 0.046	 0.067	bcu II 	        	    61.06	N	        	17.269	16.850
J1807.8-5011 	  0	PMN J1808-5011            	272.05765	-50.19823	 0.068	 0.128	fsrq   	 1.60600	   321.40	S	        	      	
J1808.0+4652 	  0	RGB J1808+468             	272.00497	+46.82802	 0.040	 0.072	bll    	        	    64.84	N	   7.640	18.162	
J1809.4+2040 	  0	RX J1809.3+2041           	272.35605	+20.69192	 0.014	 0.051	bll    	        	    52.45	N	  18.700	17.018	
J1809.7+2909 	  0	MG2 J180948+2910          	272.43914	+29.17220	 0.016	 0.035	bll    	        	    81.92	N	        	17.764	
J1810.8+1609 	  0	87GB 180835.5+160714      	272.70905	+16.13910	 0.017	 0.070	bll    	        	    33.62	N	        	18.577	
J1811.2+0340 	  0	NVSS J181118+034113       	272.82512	+03.68710	 0.011	 0.035	bll    	        	    21.01	N	  18.200	17.496	16.900
J1813.6+0614 	  0	TXS 1811+062              	273.38922	+06.26168	 0.027	 0.039	bll    	        	   190.36	N	        	18.017	
J1813.6+3143 	  0	B2 1811+31                	273.39668	+31.73823	 0.015	 0.047	bll    	 0.11700	   191.96	N	  14.400	16.325	
J1816.9-4944 	  0	PMN J1816-4943            	274.23331	-49.72908	 0.016	 0.079	bcu II 	        	   685.00	S	        	18.119	
J1818.6+0903 	  0	MG1 J181841+0903          	274.66693	+09.06284	 0.012	 0.056	fsrq   	 0.35400	    74.64	N	        	19.114	
J1819.1+2134 	  0	MG2 J181902+2132          	274.77174	+21.54273	 0.036	 0.067	bcu II 	        	    78.67	N	        	17.353	17.390
J1819.1+4259 	  0	NVSS J181927+425800       	274.86591	+42.96719	 0.060	 0.086	bcu II 	        	    18.96	N	        	19.230	19.180
J1820.3+3625 	  0	NVSS J182021+362343       	275.08744	+36.39533	 0.032	 0.074	bcu II 	        	    13.90	N	  12.300	18.834	
J1822.1-7051 	  0	PMN J1823-7056            	275.87358	-70.93325	 0.130	 0.222	bcu III	        	  1004.80	S	        	      	
J1823.4+6857 	  0	7C 1823+6856              	275.88689	+68.96461	 0.016	 0.057	bll    	        	   219.94	N	   1.390	17.664	
J1824.2+5649 	  0	4C +56.27                 	276.02945	+56.85041	 0.023	 0.033	bll    	 0.66400	  1412.28	N	  25.200	17.013	
J1824.4+4310 	  0	1RXS J182418.7+430954     	276.07936	+43.16372	 0.017	 0.062	bcu I  	 0.48700	    33.73	N	  43.700	19.154	18.330
J1825.2-5230 	  0	PKS 1821-525              	276.30754	-52.51619	 0.011	 0.042	bcu II 	        	   483.70	S	        	18.070	
J1829.4+5402 	  0	1RXS J182925.7+540255     	277.35118	+54.04993	 0.001	 0.035	bll    	        	    25.92	N	  20.000	17.001	
J1829.6+4844 	  0	3C 380                    	277.38242	+48.74616	 0.021	 0.040	ssrq   	 0.69500	 13753.05	N	  52.200	16.698	
J1829.8+1328 	  0	MG1 J183001+1323          	277.50318	+13.40398	 0.076	 0.143	bll    	        	    95.39	N	        	18.064	
J1830.0-4439 	  0	PMN J1830-4441            	277.50362	-44.68658	 0.029	 0.066	bcu II 	        	   404.30	S	        	17.781	
J1832.4-5659 	  0	PMN J1832-5659            	278.12907	-56.98909	 0.009	 0.065	bll    	        	   213.40	S	        	17.474	
J1836.3+3137 	  0	RX J1836.2+3136           	279.08850	+31.60743	 0.017	 0.055	bll    	        	    37.88	N	   7.880	17.857	
J1838.5-6006 	  0	SUMSS J183806-600033      	279.52808	-60.00892	 0.115	 0.098	bcu II 	        	    79.60	S	        	17.416	
J1838.8+4802 	  0	GB6 J1838+4802            	279.70481	+48.04285	 0.006	 0.029	bll    	        	    30.18	N	  31.300	16.181	
J1841.2+2910 	  0	MG3 J184126+2910          	280.33999	+29.16258	 0.039	 0.046	bcu II 	        	    64.65	N	 189.000	17.095	
J1841.7+3218 	  0	RX J1841.7+3218           	280.44601	+32.31087	 0.004	 0.037	bll    	        	    22.06	N	  76.000	18.956	
J1842.3-5841 	  0	1RXS J184230.6-584202     	280.62410	-58.69897	 0.020	 0.037	bcu II 	        	         	N	  40.600	17.446	
J1842.8+6810 	  0	S4 1842+68                	280.64017	+68.15701	 0.033	 0.227	fsrq   	 0.47200	   798.28	N	  15.900	18.334	
J1844.1+5709 	  0	TXS 1843+571              	281.21234	+57.16072	 0.092	 0.116	bll    	        	   161.78	N	        	17.947	
J1848.1-4230 	  0	PMN J1848-4230            	282.02575	-42.50739	 0.016	 0.102	bcu III	        	   102.00	S	        	15.838	
J1848.4+3216 	  0	B2 1846+32A               	282.09204	+32.31739	 0.037	 0.034	fsrq   	 0.79800	   516.79	N	  27.900	18.786	
J1848.9+4247 	  0	RGB J1848+427             	282.19654	+42.75970	 0.038	 0.056	bll    	        	    22.08	N	 128.000	18.106	
J1849.2+6705 	  0	S4 1849+67                	282.31697	+67.09491	 0.003	 0.020	fsrq   	 0.65700	   518.03	N	   9.890	16.871	
J1849.4-4312 	  0	PMN J1849-4314            	282.35803	-43.23704	 0.031	 0.042	bll    	        	    91.10	S	        	18.045	
J1849.5+2751 	  0	MG2 J184929+2748          	282.38223	+27.80020	 0.057	 0.114	bll    	        	    47.48	N	        	19.480	
J1852.4+4856 	  0	S4 1851+48                	283.11895	+48.92986	 0.018	 0.033	fsrq   	 1.25000	   238.79	N	        	19.427	
J1855.1-6008 	  0	PMN J1854-6009            	283.71533	-60.15653	 0.035	 0.073	bcu III	        	    83.60	S	        	18.589	
J1858.4-2509 	  0	PMN J1858-2511            	284.57949	-25.18075	 0.033	 0.077	bcu II 	        	   193.94	N	        	      	
J1902.9-6745 	  0	PMN J1903-6749            	285.75513	-67.82663	 0.074	 0.107	fsrq   	 0.25400	   240.60	S	        	17.390	
J1903.2+5541 	  0	TXS 1902+556              	285.79836	+55.67735	 0.015	 0.019	bll    	        	   260.95	N	  22.800	16.106	
J1904.5+3627 	  0	MG2 J190411+3627          	286.04962	+36.45008	 0.072	 0.092	bcu II 	        	    98.81	N	  69.000	13.663	
J1911.2-2006 	  0	PKS B1908-201             	287.79022	-20.11531	 0.012	 0.036	fsrq   	 1.11900	  2714.23	N	        	18.109	
J1911.4-1908 	  0	PMN J1911-1908            	287.87394	-19.14018	 0.015	 0.047	bcu II 	        	   440.36	N	        	15.335	
J1912.6-1223 	  0	TXS 1909-124              	288.12298	-12.38357	 0.043	 0.092	bcu II 	        	   126.43	N	        	18.778	
J1912.9-8008 	  0	PKS 1903-80               	288.16675	-80.16832	 0.022	 0.049	fsrq   	 1.75600	  1227.00	S	        	19.429	
J1913.5-3631 	  0	PMN J1913-3630            	288.33704	-36.50540	 0.047	 0.090	bcu II 	        	   105.90	N	        	18.403	
J1913.9+4441 	  0	1RXS J191401.9+443849     	288.50781	+44.64266	 0.049	 0.071	bcu II 	        	    15.55	N	  43.700	18.411	
J1917.7-1921 	  0	1H 1914-194               	289.43675	-19.35878	 0.009	 0.022	bll    	 0.13700	   481.79	N	  92.800	15.333	
J1918.0+3750 	  0	1RXS J191810.2+375315     	289.53950	+37.88666	 0.054	 0.079	bcu II 	        	     9.53	N	  38.200	18.450	17.810
J1918.2-4110 	  0	PMN J1918-4111            	289.56691	-41.19196	 0.016	 0.025	bll    	        	   341.10	S	        	18.200	
J1921.2-1232 	  0	TXS 1918-126              	290.34967	-12.53177	 0.038	 0.046	bll    	        	   154.85	N	        	18.602	
J1921.9-1607 	  0	PMN J1921-1607            	290.46469	-16.12016	 0.020	 0.031	bll    	        	    96.32	N	        	14.340	
J1923.5-2104 	  0	TXS 1920-211              	290.88412	-21.07593	 0.004	 0.026	fsrq   	 0.87400	  3167.19	N	  21.400	14.698	
J1924.8-2914 	  0	PKS B1921-293             	291.21273	-29.24170	 0.009	 0.042	fsrq   	 0.35200	 13387.34	N	  67.400	16.406	
J1926.8+6154 	  0	1RXS J192649.5+615445     	291.70788	+61.91176	 0.010	 0.023	bll    	        	    22.53	N	  46.100	17.373	16.700
J1927.7+6118 	  0	S4 1926+61                	291.87684	+61.29247	 0.029	 0.031	bll    	        	   534.65	N	   6.550	17.239	16.630
J1932.6-4537 	  0	PKS 1929-457              	293.18703	-45.61054	 0.021	 0.092	fsrq   	 0.65200	   792.30	S	  11.900	17.210	
J1935.5+8355 	  0	6C B194425+834912         	294.41522	+83.94139	 0.057	 0.104	bcu II 	        	   430.50	N	        	      	
J1936.9-4719 	  0	PMN J1936-4719            	294.23377	-47.33063	 0.008	 0.033	bll    	 0.26500	    92.90	S	  62.200	16.886	
J1937.0-3956 	  0	PKS 1933-400              	294.31757	-39.96710	 0.043	 0.101	fsrq   	 0.96500	  1002.61	N	  20.800	17.688	
J1939.6-4925 	  0	SUMSS J193946-492539      	294.94202	-49.42728	 0.014	 0.073	bcu III	        	    10.20	S	        	19.042	
J1941.2-6210 	  0	PKS 1936-623              	295.34070	-62.18918	 0.023	 0.057	bcu I  	        	  1831.00	S	        	      	
J1941.8+7218 	  0	87GB 194202.1+721428      	295.36244	+72.36173	 0.053	 0.108	bcu II 	        	   233.45	N	        	      	
J1943.2-3510 	  0	1RXS J194306.8-351001     	295.77745	-35.16851	 0.032	 0.145	bll    	 0.05050	    67.11	N	 109.000	15.276	
J1944.1-4523 	  0	1RXS J194422.6-452326     	296.09325	-45.39275	 0.034	 0.049	bcu II 	        	    67.30	S	  52.800	15.618	
J1945.9-3115 	  0	PKS 1942-313              	296.49737	-31.19399	 0.069	 0.065	bll    	        	   168.01	N	        	15.553	
J1949.4-6140 	  0	PMN J1949-6137            	297.39208	-61.62603	 0.055	 0.119	bcu III	        	   218.90	S	        	20.219	
J1954.8-1122 	  0	TXS 1951-115              	298.67148	-11.38962	 0.033	 0.051	fsrq   	 0.68300	   366.70	N	        	19.526	
J1954.9-5640 	  0	1RXS J195503.1-564031     	298.76193	-56.67467	 0.010	 0.033	bcu II 	        	     8.40	S	  38.400	17.248	
J1955.0-1605 	  0	1RXS J195500.6-160328     	298.75277	-16.06079	 0.030	 0.043	bcu II 	        	    24.80	N	  41.100	17.458	
J1955.9+0212 	  0	NVSS J195547+021514       	298.94957	+02.25388	 0.055	 0.068	bcu III	        	    32.11	N	  57.500	15.219	
J1957.0-3234 	  0	PKS 1953-325              	299.24773	-32.42945	 0.153	 0.209	fsrq   	 1.24200	   473.68	N	        	18.659	
J1958.0-3847 	  0	PKS 1954-388              	299.49925	-38.75177	 0.036	 0.033	fsrq   	 0.63000	  1493.83	N	        	17.543	
J1958.2-3011 	  0	1RXS J195815.6-301119     	299.56204	-30.18692	 0.011	 0.049	bll    	 0.11933	   128.50	N	 164.000	14.303	
J1959.1-4245 	  0	PMN J1959-4246            	299.80532	-42.76875	 0.020	 0.058	fsrq   	 2.17400	   163.30	S	        	18.417	
J1959.8-4725 	  0	SUMSS J195945-472519      	299.93950	-47.42203	 0.017	 0.029	bcu II 	        	    23.80	S	  14.100	16.682	
J2000.0+6509 	  1	1ES 1959+650              	299.99938	+65.14851	 0.009	 0.013	bll    	 0.04700	   250.24	N	1140.000	11.801	
