#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-07-25T22:14:43 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5b58cf1a11f61	
#INFO	-out.max=unlimited	
#INFO	queryParameters=34	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=J/ApJS/218/23/table4
#-nav=cat:J/ApJS/218/23&tab:{J/ApJS/218/23/table4}&key:source=J/ApJS/218/23/table4&HTTPPRM:&&-ref=VIZ5b58cf1a11f61&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=3FGL&-out=LC&-ignore=LC=*&LC=LC&-out=Na&-out=Sp&-out=RAJ2000&-out=DEJ2000&-out=amaj&-out=amin&-out=phi&-out=Sig&-out=F35&-out=S25&-out=Gamma&-out=Mod&-out=Var&-out=Flag&-out=Assoc&-out=TeV&-out=Class&-out=ID&-out=Simbad&Simbad=Simbad&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/ApJS/218/23/table4
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/218/23/table4
#-out=3FGL
#-out=LC
#-out=Na
#-out=Sp
#-out=RAJ2000
#-out=DEJ2000
#-out=amaj
#-out=amin
#-out=phi
#-out=Sig
#-out=F35
#-out=S25
#-out=Gamma
#-out=Mod
#-out=Var
#-out=Flag
#-out=Assoc
#-out=TeV
#-out=Class
#-out=ID
#-out=Simbad
#

#RESOURCE=yCat_22180023
#Name: J/ApJS/218/23
#Title: Fermi LAT third source catalog (3FGL) (Acero+, 2015)
#Table	J_ApJS_218_23_table4:
#Name: J/ApJS/218/23/table4
#Title: LAT 4-year catalog
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	3FGL	(A13)	The 3FGL name (1)	[ucd=meta.id;meta.main]
#Column	LC	(A2)	Display the 3FGL light curves image for this object from the Fermi SSC site (updated weekly)	[ucd=meta.ref.url]
#Column	Na	(I3)	Simbad column added by the CDS [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Sp	(I1)	Number of spectral analyses for this source (table8) [NULL integer written as an empty string]	[ucd=meta.ref.url]
#Column	RAJ2000	(F7.3)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F7.3)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	amaj	(F6.3)	[0.005/1.1]? 95% confidence error ellipse semimajor axis	[ucd=phys.angSize.smajAxis;pos.errorEllipse]
#Column	amin	(F6.3)	[0.005/0.6]? 95% confidence error ellipse semiminor axis	[ucd=phys.angSize.sminAxis;pos.errorEllipse]
#Column	phi	(I3)	[-90/90]? Position angle {phi} of error ellipse (East of North) [NULL integer written as an empty string]	[ucd=pos.posAng]
#Column	Sig	(F6.1)	[4/1049]? Significance (2)	[ucd=stat.fit.goodness]
#Column	F35	(F6.1)	[0/1298] Photon flux summed over 3 bands 1-100GeV (10^-9^ph/cm^2^/s)	[ucd=phot.count;em.gamma.hard]
#Column	S25	(F6.1)	[1.7/8932] Energy flux for 100MeV-100GeV from power-law fit (10^-12^erg/s/cm^2^)	[ucd=phot.flux.density;em.gamma.hard]
#Column	Gamma	(F5.2)	[1.1/5.8] Photon power-law index {Gamma} for 100MeV-100GeV	[ucd=meta.code;spect.index]
#Column	Mod	(A2)	Spectral model used to fit the energy spectrum (PL, EC or LP) (3)	[ucd=instr.setup;meta.modelled]
#Column	Var	(A1)	[T] Variability flag, T=true (4)	[ucd=meta.code;src.var]
#Column	Flag	(a12)	Analysis flag(s); see Table 3	[ucd=meta.code.error]
#Column	Assoc	(A18)	The {gamma}-ray association (5)	[ucd=meta.id.assoc]
#Column	TeV	(A1)	[EP] Extended or Point-like source (6)	[ucd=meta.code]
#Column	Class	(A5)	Astrophysical class of source (7)	[ucd=src.class]
#Column	ID	(a26)	Designator of identified or associated source (8)	[ucd=meta.id.assoc]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
_RAJ2000	_DEJ2000	3FGL	LC	Na	Sp	RAJ2000	DEJ2000	amaj	amin	phi	Sig	F35	S25	Gamma	Mod	Var	Flag	Assoc	TeV	Class	ID	Simbad
302.30400	-14.97800	J2009.2-1458 	LC	  1	0	302.304	-14.978	 0.531	 0.156	  6	   5.6	   0.4	   7.4	 2.64	PL	 	9           	2FGL J2009.2-1505 	 	     	                          	Simbad
302.34900	-48.82800	J2009.3-4849 	LC	  4	0	302.349	-48.828	 0.018	 0.018	-33	  40.3	   3.6	  44.9	 1.77	PL	T	            	1FHL J2009.4-4849 	P	BLL  	PKS 2005-489              	Simbad
302.34900	-48.82800	J2009.3-4849 	LC	  4	0	302.349	-48.828	 0.018	 0.018	-33	  40.3	   3.6	  44.9	 1.77	PL	T	            	2FGL J2009.5-4850 	 	     	                          	Simbad
302.34900	-48.82800	J2009.3-4849 	LC	  4	0	302.349	-48.828	 0.018	 0.018	-33	  40.3	   3.6	  44.9	 1.77	PL	T	            	1FGL J2009.5-4849 	 	     	                          	Simbad
302.34900	-48.82800	J2009.3-4849 	LC	  4	0	302.349	-48.828	 0.018	 0.018	-33	  40.3	   3.6	  44.9	 1.77	PL	T	            	0FGL J2009.4-4850 	 	     	                          	Simbad
302.50600	-21.33400	J2010.0-2120 	LC	  1	0	302.506	-21.334	 0.167	 0.119	 29	   4.5	   0.4	   4.3	 2.05	PL	 	            	                  	 	     	                          	Simbad
302.57600	+72.46700	J2010.3+7228 	LC	  2	0	302.576	+72.467	 0.052	 0.045	 52	  18.4	   1.4	  13.5	 2.32	LP	T	3           	2FGL J2009.7+7225 	 	bll  	4C +72.28                 	Simbad
302.57600	+72.46700	J2010.3+7228 	LC	  2	0	302.576	+72.467	 0.052	 0.045	 52	  18.4	   1.4	  13.5	 2.32	LP	T	3           	1FGL J2009.1+7228 	 	     	                          	Simbad
302.79800	+42.05600	J2011.1+4203 	LC	  1	0	302.798	+42.056	 0.126	 0.120	-68	   4.3	   0.7	  10.8	 2.54	PL	 	4           	                  	 	     	                          	Simbad
303.00200	+46.49600	J2012.0+4629 	LC	  3	0	303.002	+46.496	 0.026	 0.025	-89	  21.1	   2.5	  27.5	 2.11	PL	T	            	1FHL J2012.1+4629 	 	bll  	7C 2010+4619              	Simbad
303.00200	+46.49600	J2012.0+4629 	LC	  3	0	303.002	+46.496	 0.026	 0.025	-89	  21.1	   2.5	  27.5	 2.11	PL	T	            	2FGL J2012.1+4630 	 	     	                          	Simbad
303.00200	+46.49600	J2012.0+4629 	LC	  3	0	303.002	+46.496	 0.026	 0.025	-89	  21.1	   2.5	  27.5	 2.11	PL	T	            	1FGL J2012.2+4629 	 	     	                          	Simbad
303.03300	-16.72100	J2012.1-1643 	LC	  1	0	303.033	-16.721	 0.298	 0.270	-87	   8.1	   0.3	   6.9	 2.66	LP	T	12          	                  	 	bll  	PMN J2012-1646            	Simbad
303.57500	-00.79400	J2014.3-0047 	LC	  2	0	303.575	-00.794	 0.049	 0.040	-84	   9.5	   0.7	   8.7	 1.83	PL	T	            	2FGL J2014.0-0046 	 	bll  	PMN J2014-0047            	Simbad
303.57500	-00.79400	J2014.3-0047 	LC	  2	0	303.575	-00.794	 0.049	 0.040	-84	   9.5	   0.7	   8.7	 1.83	PL	T	            	1FGL J2014.5-0047 	 	     	                          	Simbad
303.61500	+36.10900	J2014.4+3606 	LC	  1	0	303.615	+36.109	 0.119	 0.106	 51	   4.5	   1.1	  15.0	 2.40	PL	 	5           	                  	 	spp  	                          	Simbad
303.64100	+06.81000	J2014.5+0648 	LC	  2	0	303.641	+06.810	 0.062	 0.045	 38	   9.0	   0.7	   7.9	 1.92	PL	 	            	2FGL J2014.7+0646 	 	bcu  	NVSS J201431+064849       	Simbad
303.64100	+06.81000	J2014.5+0648 	LC	  2	0	303.641	+06.810	 0.062	 0.045	 38	   9.0	   0.7	   7.9	 1.92	PL	 	            	1FGL J2014.4+0647 	 	     	                          	Simbad
303.64900	+52.76900	J2014.5+5246 	LC	  1	0	303.649	+52.769	 0.082	 0.071	-86	   4.4	   0.3	   4.2	 2.42	PL	 	            	                  	 	     	                          	Simbad
303.74300	+16.39800	J2014.9+1623 	LC	  1	0	303.743	+16.398	 0.075	 0.060	-90	   5.7	   0.5	   6.0	 2.41	PL	 	            	                  	 	bcu  	4C +16.67                 	Simbad
303.81200	-01.64700	J2015.2-0138 	LC	  2	0	303.812	-01.647	 0.053	 0.045	 25	  12.7	   1.1	  12.0	 2.15	PL	 	            	1FGL J2015.3-0129 	 	bll  	PKS 2012-017              	Simbad
303.81200	-01.64700	J2015.2-0138 	LC	  2	0	303.812	-01.647	 0.053	 0.045	 25	  12.7	   1.1	  12.0	 2.15	PL	 	            	2FGL J2015.1-0137 	 	     	                          	Simbad
303.84900	-14.53100	J2015.3-1431 	LC	  1	0	303.849	-14.531	 0.068	 0.060	-45	   4.8	   0.2	   2.9	 1.77	PL	 	            	1FHL J2015.3-1432 	 	     	                          	Simbad
303.90800	+37.16100	J2015.6+3709 	LC	  4	0	303.908	+37.161	 0.030	 0.024	 77	  32.1	   9.3	  93.5	 2.39	LP	T	            	1FHL J2015.8+3710 	P	FSRQ 	MG2 J201534+3710          	Simbad
303.90800	+37.16100	J2015.6+3709 	LC	  4	0	303.908	+37.161	 0.030	 0.024	 77	  32.1	   9.3	  93.5	 2.39	LP	T	            	2FGL J2015.6+3709 	 	     	                          	Simbad
303.90800	+37.16100	J2015.6+3709 	LC	  4	0	303.908	+37.161	 0.030	 0.024	 77	  32.1	   9.3	  93.5	 2.39	LP	T	            	1FGL J2015.7+3708 	 	     	                          	Simbad
303.90800	+37.16100	J2015.6+3709 	LC	  4	0	303.908	+37.161	 0.030	 0.024	 77	  32.1	   9.3	  93.5	 2.39	LP	T	            	3EG J2016+3657    	 	     	                          	Simbad
304.10200	-09.08400	J2016.4-0905 	LC	  3	0	304.102	-09.084	 0.035	 0.030	 70	  18.4	   1.4	  15.7	 1.98	PL	T	            	1FHL J2016.3-0907 	 	bll  	PMN J2016-0903            	Simbad
304.10200	-09.08400	J2016.4-0905 	LC	  3	0	304.102	-09.084	 0.035	 0.030	 70	  18.4	   1.4	  15.7	 1.98	PL	T	            	2FGL J2016.3-0904 	 	     	                          	Simbad
304.10200	-09.08400	J2016.4-0905 	LC	  3	0	304.102	-09.084	 0.035	 0.030	 70	  18.4	   1.4	  15.7	 1.98	PL	T	            	1FGL J2016.2-0903 	 	     	                          	Simbad
304.34900	+06.04800	J2017.3+0602 	LC	  3	0	304.349	+06.048	 0.022	 0.022	 58	  43.4	   5.9	  35.0	 1.92	EC	 	            	2FGL J2017.3+0603 	 	PSR  	PSR J2017+0603            	Simbad
304.34900	+06.04800	J2017.3+0602 	LC	  3	0	304.349	+06.048	 0.022	 0.022	 58	  43.4	   5.9	  35.0	 1.92	EC	 	            	1FGL J2017.3+0603 	 	     	                          	Simbad
304.34900	+06.04800	J2017.3+0602 	LC	  3	0	304.349	+06.048	 0.022	 0.022	 58	  43.4	   5.9	  35.0	 1.92	EC	 	            	0FGL J2017.2+0602 	 	     	                          	Simbad
304.42500	-16.26900	J2017.6-1616 	LC	  3	0	304.425	-16.269	 0.075	 0.068	 49	  11.5	   0.9	  10.4	 2.10	PL	 	            	2FGL J2017.5-1618 	 	psr  	PSR J2017-16              	Simbad
304.42500	-16.26900	J2017.6-1616 	LC	  3	0	304.425	-16.269	 0.075	 0.068	 49	  11.5	   0.9	  10.4	 2.10	PL	 	            	1FGL J2017.9-1621 	 	     	                          	Simbad
304.42500	-16.26900	J2017.6-1616 	LC	  3	0	304.425	-16.269	 0.075	 0.068	 49	  11.5	   0.9	  10.4	 2.10	PL	 	            	3EG J2020-1545    	 	     	                          	Simbad
304.40500	-41.17000	J2017.6-4110 	LC	  1	0	304.405	-41.170	 0.091	 0.072	 23	   4.7	   0.3	   3.4	 2.16	PL	 	            	                  	 	bcu  	1RXS J201731.2-411452     	Simbad
304.48500	+36.45900	J2017.9+3627 	LC	  1	0	304.485	+36.459	 0.034	 0.032	-55	  25.0	  10.2	  65.2	 2.34	LP	 	            	2FGL J2018.0+3626 	E	     	                          	Simbad
304.63200	+38.86000	J2018.5+3851 	LC	  2	0	304.632	+38.860	 0.053	 0.044	-15	   7.9	   1.7	  19.2	 2.23	PL	 	            	1FHL J2018.3+3851 	 	bcu  	TXS 2016+386              	Simbad
304.63200	+38.86000	J2018.5+3851 	LC	  2	0	304.632	+38.860	 0.053	 0.044	-15	   7.9	   1.7	  19.2	 2.23	PL	 	            	2FGL J2018.2+3850c	 	     	                          	Simbad
304.67500	+42.23000	J2018.6+4213 	LC	  1	0	304.675	+42.230	 0.212	 0.112	 57	   8.5	   2.0	  23.6	 2.27	PL	 	1,3         	                  	 	     	Cygnus Cocoon field       	Simbad
305.27000	+40.52000	J2021.0+4031e	LC	  4	0	305.270	+40.520	      	      	   	      	   0.7	  11.4	 1.53	PL	 	4,5         	1AGL J2022+4032   	E	SNR  	Gamma Cygni               	Simbad
305.27000	+40.52000	J2021.0+4031e	LC	  4	0	305.270	+40.520	      	      	   	      	   0.7	  11.4	 1.53	PL	 	4,5         	1FGL J2020.0+4049 	 	     	                          	Simbad
305.27000	+40.52000	J2021.0+4031e	LC	  4	0	305.270	+40.520	      	      	   	      	   0.7	  11.4	 1.53	PL	 	4,5         	1FHL J2021.0+4031e	 	     	                          	Simbad
305.27000	+40.52000	J2021.0+4031e	LC	  4	0	305.270	+40.520	      	      	   	      	   0.7	  11.4	 1.53	PL	 	4,5         	2FGL J2019.1+4040 	 	     	                          	Simbad
305.27800	+36.86100	J2021.1+3651 	LC	  5	0	305.278	+36.861	 0.009	 0.009	 36	 145.1	  68.8	 503.7	 2.17	EC	 	            	1FHL J2021.0+3651 	E	PSR  	PSR J2021+3651            	Simbad
305.27800	+36.86100	J2021.1+3651 	LC	  5	0	305.278	+36.861	 0.009	 0.009	 36	 145.1	  68.8	 503.7	 2.17	EC	 	            	2FGL J2021.0+3651 	 	     	                          	Simbad
305.27800	+36.86100	J2021.1+3651 	LC	  5	0	305.278	+36.861	 0.009	 0.009	 36	 145.1	  68.8	 503.7	 2.17	EC	 	            	1FGL J2021.0+3651 	 	     	                          	Simbad
305.27800	+36.86100	J2021.1+3651 	LC	  5	0	305.278	+36.861	 0.009	 0.009	 36	 145.1	  68.8	 503.7	 2.17	EC	 	            	0FGL J2020.8+3649 	 	     	                          	Simbad
305.27800	+36.86100	J2021.1+3651 	LC	  5	0	305.278	+36.861	 0.009	 0.009	 36	 145.1	  68.8	 503.7	 2.17	EC	 	            	1AGL J2021+3652   	 	     	                          	Simbad
305.38600	+40.44800	J2021.5+4026 	LC	  4	0	305.386	+40.448	 0.008	 0.008	-17	 237.0	 121.0	 883.4	 2.13	EC	T	10          	2FGL J2021.5+4026 	 	PSR  	LAT PSR J2021+4026        	Simbad
305.38600	+40.44800	J2021.5+4026 	LC	  4	0	305.386	+40.448	 0.008	 0.008	-17	 237.0	 121.0	 883.4	 2.13	EC	T	10          	1FGL J2021.5+4026 	 	     	                          	Simbad
305.38600	+40.44800	J2021.5+4026 	LC	  4	0	305.386	+40.448	 0.008	 0.008	-17	 237.0	 121.0	 883.4	 2.13	EC	T	10          	0FGL J2021.5+4026 	 	     	                          	Simbad
305.38600	+40.44800	J2021.5+4026 	LC	  4	0	305.386	+40.448	 0.008	 0.008	-17	 237.0	 121.0	 883.4	 2.13	EC	T	10          	1AGL J2022+4032   	 	     	                          	Simbad
305.48500	+06.50300	J2021.9+0630 	LC	  1	0	305.485	+06.503	 0.086	 0.078	-16	   7.5	   0.6	   7.1	 2.06	PL	 	            	2FGL J2021.5+0632 	 	bll  	87GB 201926.8+061922      	Simbad
305.56300	+38.67800	J2022.2+3840 	LC	  1	0	305.563	+38.678	 0.104	 0.092	 67	  12.8	   2.7	  38.4	 2.48	LP	 	3,10,12     	2FGL J2022.8+3843c	 	spp  	Cygnus Cocoon field       	Simbad
305.57200	-45.25000	J2022.2-4515 	LC	  2	0	305.572	-45.250	 0.096	 0.084	 87	   8.7	   0.6	   7.0	 2.35	PL	 	            	2FGL J2022.3-4518 	 	bll  	PMN J2022-4513            	Simbad
305.57200	-45.25000	J2022.2-4515 	LC	  2	0	305.572	-45.250	 0.096	 0.084	 87	   8.7	   0.6	   7.0	 2.35	PL	 	            	1FGL J2022.5-4532 	 	     	                          	Simbad
305.56500	-72.34000	J2022.2-7220 	LC	  1	0	305.565	-72.340	 0.095	 0.092	 36	   4.7	   0.2	   2.6	 1.95	PL	 	            	                  	 	     	                          	Simbad
305.64900	+76.20800	J2022.5+7612 	LC	  1	0	305.649	+76.208	 0.051	 0.042	-46	  16.2	   1.2	  15.8	 2.35	PL	 	            	2FGL J2022.5+7614 	 	bll  	S5 2023+760               	Simbad
305.80400	+31.90200	J2023.2+3154 	LC	  1	0	305.804	+31.902	 0.106	 0.075	 41	   5.9	   0.8	   9.0	 2.07	PL	 	            	                  	 	bcu  	4C +31.56                 	Simbad
305.87600	+41.43400	J2023.5+4126 	LC	  1	0	305.876	+41.434	 0.098	 0.090	 85	  11.6	   2.5	  34.8	 2.31	LP	 	1,3,10,12   	                  	 	     	Cygnus Cocoon field       	Simbad
305.91100	-11.65200	J2023.6-1139 	LC	  2	0	305.911	-11.652	 0.054	 0.046	 24	  13.9	   1.1	  11.9	 1.96	PL	 	            	2FGL J2023.4-1137 	 	fsrq 	PMN J2023-1140            	Simbad
305.91100	-11.65200	J2023.6-1139 	LC	  2	0	305.911	-11.652	 0.054	 0.046	 24	  13.9	   1.1	  11.9	 1.96	PL	 	            	1FGL J2023.7-1141 	 	     	                          	Simbad
306.10200	-08.80900	J2024.4-0848 	LC	  1	0	306.102	-08.809	 0.058	 0.051	-78	   9.0	   0.5	   6.7	 1.70	PL	 	            	                  	 	bcu  	1RXS J202428.9-084810     	Simbad
306.10800	-32.90500	J2024.4-3254 	LC	  1	0	306.108	-32.905	 0.187	 0.139	 28	  11.1	   0.5	  11.0	 2.79	PL	T	            	                  	 	fsrq 	PKS 2021-330              	Simbad
306.15400	+03.15900	J2024.6+0309 	LC	  1	0	306.154	+03.159	 0.130	 0.099	 29	   5.5	   0.5	   5.2	 1.91	PL	 	            	                  	 	     	                          	Simbad
306.17200	+37.79700	J2024.6+3747 	LC	  1	0	306.172	+37.797	 0.229	 0.140	  0	   7.0	   2.3	  20.0	 2.40	LP	 	1,5         	                  	 	     	                          	Simbad
306.21000	-23.52800	J2024.8-2331 	LC	  1	0	306.210	-23.528	 0.081	 0.073	-51	   4.2	   0.3	   2.9	 1.95	PL	 	            	                  	 	     	                          	Simbad
306.27700	-28.97600	J2025.1-2858 	LC	  1	0	306.277	-28.976	 0.094	 0.076	 39	   4.5	   0.3	   3.7	 2.19	PL	 	            	                  	 	     	                          	Simbad
306.32200	+33.66900	J2025.2+3340 	LC	  1	0	306.322	+33.669	 0.055	 0.049	-64	  14.7	   3.2	  41.2	 2.54	LP	T	3           	2FGL J2025.1+3341 	 	bcu  	B2 2023+33                	Simbad
306.42200	-07.60100	J2025.6-0736 	LC	  6	0	306.422	-07.601	 0.022	 0.021	-13	  63.1	   7.0	  72.9	 2.33	LP	T	            	1FHL J2025.8-0734 	 	fsrq 	PKS 2023-07               	Simbad
306.42200	-07.60100	J2025.6-0736 	LC	  6	0	306.422	-07.601	 0.022	 0.021	-13	  63.1	   7.0	  72.9	 2.33	LP	T	            	2FGL J2025.6-0736 	 	     	                          	Simbad
306.42200	-07.60100	J2025.6-0736 	LC	  6	0	306.422	-07.601	 0.022	 0.021	-13	  63.1	   7.0	  72.9	 2.33	LP	T	            	1FGL J2025.6-0735 	 	     	                          	Simbad
306.42200	-07.60100	J2025.6-0736 	LC	  6	0	306.422	-07.601	 0.022	 0.021	-13	  63.1	   7.0	  72.9	 2.33	LP	T	            	0FGL J2025.6-0736 	 	     	                          	Simbad
306.42200	-07.60100	J2025.6-0736 	LC	  6	0	306.422	-07.601	 0.022	 0.021	-13	  63.1	   7.0	  72.9	 2.33	LP	T	            	3EG J2025-0744    	 	     	                          	Simbad
306.42200	-07.60100	J2025.6-0736 	LC	  6	0	306.422	-07.601	 0.022	 0.021	-13	  63.1	   7.0	  72.9	 2.33	LP	T	            	1AGL J2026-0732   	 	     	                          	Simbad
306.58700	+14.51500	J2026.3+1430 	LC	  1	0	306.587	+14.515	 0.093	 0.074	 49	   7.1	   0.5	   6.2	 2.16	PL	 	            	                  	 	     	                          	Simbad
306.58100	+76.74200	J2026.3+7644 	LC	  1	0	306.581	+76.742	 0.087	 0.071	-70	   5.0	   0.2	   2.9	 1.84	PL	 	            	                  	 	bcu  	1RXS J202633.4+764432     	Simbad
306.60000	+47.16200	J2026.4+4709 	LC	  1	0	306.600	+47.162	 0.140	 0.101	 23	   4.4	   0.6	   8.9	 2.56	PL	 	3,4         	                  	 	     	                          	Simbad
306.71800	+28.23100	J2026.8+2813 	LC	  1	0	306.718	+28.231	 0.159	 0.142	 10	   7.6	   1.1	   7.7	 2.45	LP	 	1,3,5,12    	                  	 	     	                          	Simbad
306.71600	+40.05300	J2026.8+4003 	LC	  1	0	306.716	+40.053	 0.228	 0.112	 82	   9.0	   2.4	  30.7	 2.28	LP	 	3           	                  	 	     	Cygnus Cocoon field       	Simbad
307.08400	+33.54200	J2028.3+3332 	LC	  1	0	307.084	+33.542	 0.023	 0.022	-86	  38.6	  10.1	  64.1	 2.25	EC	 	            	2FGL J2028.3+3332 	 	PSR  	LAT PSR J2028+3332        	Simbad
307.13500	+40.67700	J2028.5+4040c	LC	  1	0	307.135	+40.677	 0.143	 0.093	-29	   5.0	   1.5	  16.7	 2.19	PL	 	3,5,6       	                  	 	     	Cygnus Cocoon field       	Simbad
307.17000	+41.17000	J2028.6+4110e	LC	  1	0	307.170	+41.170	      	      	   	      	  58.0	 657.5	 2.17	PL	 	            	1FHL J2028.6+4110e	E	SFR  	Cygnus Cocoon             	Simbad
307.19100	+10.20700	J2028.7+1012 	LC	  1	0	307.191	+10.207	 0.125	 0.092	-78	   4.3	   0.3	   4.6	 2.45	PL	 	            	                  	 	     	                          	Simbad
307.35700	+49.40000	J2029.4+4923 	LC	  2	0	307.357	+49.400	 0.061	 0.055	-11	  13.7	   1.8	  24.1	 2.41	PL	T	10          	2FGL J2029.4+4924 	 	bll  	MG4 J202932+4925          	Simbad
307.35700	+49.40000	J2029.4+4923 	LC	  2	0	307.357	+49.400	 0.061	 0.055	-11	  13.7	   1.8	  24.1	 2.41	PL	T	10          	1FGL J2029.2+4924 	 	     	                          	Simbad
307.38900	-42.53700	J2029.5-4232 	LC	  1	0	307.389	-42.537	 0.216	 0.174	 48	   6.4	   0.4	   6.0	 2.50	PL	 	            	EGR J2027-4206    	 	     	                          	Simbad
307.50100	+36.70300	J2030.0+3642 	LC	  2	0	307.501	+36.703	 0.030	 0.027	 18	  27.7	   7.8	  45.8	 2.17	EC	 	            	2FGL J2030.0+3640 	 	PSR  	PSR J2030+3641            	Simbad
307.50100	+36.70300	J2030.0+3642 	LC	  2	0	307.501	+36.703	 0.030	 0.027	 18	  27.7	   7.8	  45.8	 2.17	EC	 	            	1FGL J2030.0+3641 	 	     	                          	Simbad
307.57000	-06.37100	J2030.2-0622 	LC	  2	0	307.570	-06.371	 0.070	 0.064	-62	   9.8	   0.6	  10.7	 2.64	PL	T	            	2FGL J2030.3-0622 	 	fsrq 	TXS 2027-065              	Simbad
307.57000	-06.37100	J2030.2-0622 	LC	  2	0	307.570	-06.371	 0.070	 0.064	-62	   9.8	   0.6	  10.7	 2.64	PL	T	            	1FGL J2030.3-0617 	 	     	                          	Simbad
307.62900	-14.65400	J2030.5-1439 	LC	  1	0	307.629	-14.654	 0.075	 0.065	 42	   4.4	   0.2	   2.6	 1.87	PL	 	            	                  	 	     	                          	Simbad
307.71600	+44.27000	J2030.8+4416 	LC	  2	0	307.716	+44.270	 0.039	 0.038	 22	  24.9	   7.2	  52.4	 2.31	EC	 	            	2FGL J2030.7+4417 	 	PSR  	LAT PSR J2030+4415        	Simbad
307.71600	+44.27000	J2030.8+4416 	LC	  2	0	307.716	+44.270	 0.039	 0.038	 22	  24.9	   7.2	  52.4	 2.31	EC	 	            	1FGL J2030.9+4411 	 	     	                          	Simbad
307.76100	+19.61900	J2031.0+1937 	LC	  2	0	307.761	+19.619	 0.055	 0.051	-14	   8.9	   0.6	   7.0	 1.83	PL	 	            	1FHL J2031.4+1941 	 	bcu  	RX J2030.8+1935           	Simbad
307.76100	+19.61900	J2031.0+1937 	LC	  2	0	307.761	+19.619	 0.055	 0.051	-14	   8.9	   0.6	   7.0	 1.83	PL	 	            	2FGL J2031.0+1938 	 	     	                          	Simbad
307.95300	+12.38700	J2031.8+1223 	LC	  3	0	307.953	+12.387	 0.086	 0.072	-23	   8.4	   0.7	  10.3	 2.45	PL	 	            	2FGL J2031.7+1223 	 	bll  	PKS 2029+121              	Simbad
307.95300	+12.38700	J2031.8+1223 	LC	  3	0	307.953	+12.387	 0.086	 0.072	-23	   8.4	   0.7	  10.3	 2.45	PL	 	            	1FGL J2031.5+1219 	 	     	                          	Simbad
307.95300	+12.38700	J2031.8+1223 	LC	  3	0	307.953	+12.387	 0.086	 0.072	-23	   8.4	   0.7	  10.3	 2.45	PL	 	            	EGR J2032+1226    	 	     	                          	Simbad
308.06000	+41.44700	J2032.2+4126 	LC	  5	0	308.060	+41.447	 0.014	 0.014	 17	  63.2	  24.6	 160.5	 2.08	EC	 	            	1FHL J2032.1+4125 	E	PSR  	LAT PSR J2032+4127        	Simbad
308.06000	+41.44700	J2032.2+4126 	LC	  5	0	308.060	+41.447	 0.014	 0.014	 17	  63.2	  24.6	 160.5	 2.08	EC	 	            	2FGL J2032.2+4126 	 	     	                          	Simbad
308.06000	+41.44700	J2032.2+4126 	LC	  5	0	308.060	+41.447	 0.014	 0.014	 17	  63.2	  24.6	 160.5	 2.08	EC	 	            	1FGL J2032.2+4127 	 	     	                          	Simbad
308.06000	+41.44700	J2032.2+4126 	LC	  5	0	308.060	+41.447	 0.014	 0.014	 17	  63.2	  24.6	 160.5	 2.08	EC	 	            	0FGL J2032.2+4122 	 	     	                          	Simbad
308.06000	+41.44700	J2032.2+4126 	LC	  5	0	308.060	+41.447	 0.014	 0.014	 17	  63.2	  24.6	 160.5	 2.08	EC	 	            	1AGL J2032+4102   	 	     	                          	Simbad
308.13900	+39.35900	J2032.5+3921 	LC	  1	0	308.139	+39.359	 0.095	 0.069	 52	  11.3	   4.1	  31.7	 2.32	LP	 	            	1FGL J2032.8+3928 	 	     	Cygnus Cocoon field       	Simbad
308.12500	+40.53500	J2032.5+4032 	LC	  1	0	308.125	+40.535	 0.165	 0.115	  7	  16.1	   4.5	  54.8	 2.43	LP	T	3           	1AGL J2032+4102   	 	     	Cygnus Cocoon field       	Simbad
